RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30
102001,0,United States,country,,0.20243055873545007,0.22416632757852312,0.25508340272368313,0.2756416711587103,0.2900914305851949,0.29381639611626126,0.27410723194281933,0.24953288490284006,0.22656946132037262,0.21163958893923426,0.19752666773790836,0.18328019410856444,0.16903679560854276,0.186832495283439,0.21011385658914727,0.23589017386515618,0.2546911054029344,0.2621634512302381,0.25100040428709336,0.23674807450655225,0.2246707295070465,0.2153191368486834,0.20780236851585016,0.19686524731734428,0.18375262054507338,0.20667581801882565,0.24720394298654588,0.27507830134205874,0.2580169286577993,0.26914472403124257,0.3002636087573905,0.32421509808973464,0.3442505560478111,0.35217642392953064,0.3593088375904931,0.34755013103819093,0.3387096774193548,0.3596361065190113,0.4167304922694674,0.4874069794153887,0.5336222943869995,0.5666983613651115,0.562105148500472,0.5266372093593342,0.48909293631534073,0.46145858931272343,0.44810011098699404,0.4396606536232674,0.4280267519740212,0.4669814117177858,0.5392096139769464,0.5904572483083863,0.6008840481533763,0.5720935969270888,0.4935816916132483,0.40098983372630675,0.33706278376635146,0.3044803854737648,0.2789138046472829
394913,1,"New York, NY",msa,NY,0.20133111480865223,0.1839581517000872,0.20121515368120085,0.19962453066332916,0.21513761467889908,0.24396895322005455,0.24985931344963422,0.24362606232294617,0.22423068646438563,0.21028938906752412,0.18970588235294117,0.18156095260551758,0.18115942028985507,0.17004898530440868,0.17369255150554674,0.17629889083479275,0.20646706586826347,0.21676646706586827,0.22116824762855716,0.225185685347738,0.1933563748079877,0.18864292589027912,0.19195189639222943,0.19523606975754998,0.17860576923076923,0.18043237250554323,0.1999479979199168,0.2411529680365297,0.239403453689168,0.2374263706388763,0.259727626459144,0.3329513832051072,0.36069235064209937,0.37403172261158246,0.3950565563468789,0.3918063314711359,0.38140390602887064,0.3597906672481465,0.3491475166790215,0.39896734579960924,0.44309408064054906,0.4995481247175779,0.5267702936096719,0.5183954718838439,0.5004272287097693,0.4795979597959796,0.46992847854356307,0.4465711925089507,0.43858441200771137,0.43957200491141907,0.44870580808080807,0.5371799368642581,0.5906169665809768,0.6089430894308943,0.615874204417821,0.5822102425876011,0.5188412623645784,0.4479311947931195,0.43553575847562487
753899,2,"Los Angeles, CA",msa,CA,0.358455114822547,0.4031072853243754,0.44264392324093815,0.4548470859780727,0.4618578100674624,0.44618272841051315,0.4218071813757727,0.3973219872356401,0.35989196488858877,0.33247656486241306,0.3182214472537053,0.2995077622112836,0.26417370325693607,0.2857142857142857,0.311614730878187,0.3429608127721335,0.35516438001553197,0.36419083762537274,0.3462438263582012,0.3532811095415436,0.34129338475229903,0.34229965156794423,0.353505291005291,0.34331180085079566,0.316334991708126,0.38253935800449806,0.44975344329195716,0.4543973941368078,0.37021396396396394,0.35755543133966833,0.41631714247057233,0.45675245423189176,0.4886625439553777,0.5058310755094828,0.5277438610771944,0.5226197695573075,0.5102683007618417,0.5384098167759287,0.6086696919035108,0.6594697393444456,0.6781539944571635,0.6985872964520652,0.7055884744975021,0.6759769839367058,0.6536423024775052,0.6538411711361576,0.6532746285085306,0.6513824254037777,0.6422264875239924,0.7023784901758015,0.7593575218700702,0.7728420739860348,0.7588914549653579,0.7025257249766137,0.5771774041186473,0.45792388779703413,0.3985799270773364,0.3728963684676705,0.34262125902992774
394463,3,"Chicago, IL",msa,IL,0.1372946663962685,0.14686068445163028,0.17291730710113742,0.1971797035072918,0.21163315551908082,0.22327016306743058,0.21052631578947367,0.18668263951282818,0.173288900281979,0.16639209225700163,0.14917284654877352,0.13697049612658646,0.13482886216466236,0.14435098886110478,0.1686727122835944,0.18368665977249224,0.19989631933644375,0.199273283610633,0.19673082503143438,0.18923895253682488,0.1757004771809617,0.16765261170547513,0.15524836700592434,0.14659843467790487,0.13847900113507378,0.12961790162550138,0.16235982447586544,0.17814588782330718,0.1890272741604919,0.1809109518935517,0.21622158244812867,0.23162954062297808,0.25269582909460836,0.258235740163451,0.26772807188904085,0.2690727373681288,0.257946923301254,0.26750448833034113,0.30149567042770925,0.3738134543953776,0.44508356848274366,0.49831590143591564,0.5128034585966079,0.46595800755512606,0.41838272225012557,0.3769160375200183,0.35176113832516914,0.3534597916110072,0.3238803657213699,0.3506410256410256,0.4412599702582128,0.5376313945339873,0.5796331435800126,0.5816793893129771,0.53415991902834,0.43994466104892466,0.35456062291434925,0.3062028224483098,0.28546685561328927
394514,4,"Dallas, TX",msa,TX,0.23246024321796072,0.26706827309236947,0.3017052169508695,0.3318854568854569,0.3370023100964805,0.3270766773162939,0.29513003569607343,0.2580227743271222,0.23244346199625915,0.21417146513115803,0.20381451009723262,0.1817339755464987,0.17235279251958555,0.18760611205432937,0.2065902115974802,0.2326046578082583,0.23569107723069233,0.2353021978021978,0.2258578431372549,0.21234026074609527,0.19073819348922513,0.18891573542736334,0.17789072426937738,0.1718774548311076,0.16319444444444445,0.19529190207156308,0.21359951966376464,0.23704347826086958,0.22717351764277918,0.2430992736077482,0.2748896025692493,0.29060749676863423,0.30683962264150944,0.31185853839495487,0.32815934065934066,0.3281628696073679,0.3317721993255901,0.4009699321047527,0.48628294782140935,,0.6492382693479586,0.6808464926415297,0.6690383291255451,0.6318396757487053,0.5718339836821568,0.5330817610062893,0.5328765318223745,0.5295811518324607,0.5333573098363603,0.5943782576321668,0.6921172100701609,0.7412857142857143,0.7430714467327739,0.6897964250248262,0.5688420483718416,0.40065746219592374,0.303012138468455,0.2523039471396279,0.22412698412698412
394692,5,"Houston, TX",msa,TX,0.12850215517241378,0.1337180130456598,0.14991928974979823,0.17218660968660968,0.17919855920756417,0.17935578330893118,0.16416372202591284,0.1522189349112426,0.1468437259430331,0.12875226039783003,0.12961354754667825,0.13536937680561287,0.12405901836796146,0.13499745287824758,0.13558373741141366,0.1559586370571283,0.16576473939048705,0.16461280998022212,0.1536991536991537,0.13926272674078408,0.140625,0.1277826468010517,0.13845521774856204,0.1282097324474771,0.11851447296559257,0.13098057792515397,0.14774494556765164,0.1662798058662165,0.15517979452054795,0.16216216216216217,0.1849918812340524,0.19303925536220154,0.19166097060833903,0.20125698324022345,0.21527238863883283,0.20728692257644762,0.21633150517976843,0.22855879752431477,,,,,0.49057701256398323,0.43477248923542416,0.38364859718166816,0.3580093741384064,0.3514302393461763,0.352791519434629,0.36558727725617934,0.3993918798068324,0.470844327176781,0.523201362281822,0.5459921156373193,0.512394582162024,0.4379660005964808,0.3212257100149477,0.22627235213204952,0.2022803223904069,0.17199612403100775
395209,6,"Washington, DC",msa,VA,0.20123318385650224,0.27821939586645467,0.2830508474576271,0.3493385595296423,0.352099533437014,0.332845111680703,0.2986448922863099,0.28268733850129196,0.25666906993511174,0.2553191489361702,0.2459932005828072,0.2354476637953537,0.21698739216987392,0.25908372827804105,0.3010629129560471,0.3488778054862843,0.35870914356640465,0.34467213114754097,0.30525382398581247,0.2928802588996764,0.2762015055008686,0.2766641920316753,0.2710059171597633,0.2642659279778393,0.25228891149542215,0.304253785147801,0.38020125101985314,0.40515851692638366,0.34371643394199786,0.3572327044025157,0.40882297014641567,0.4283171841012458,0.4553372493417055,0.48753016894609813,0.48368350469378635,0.4613359201773836,0.464555330510035,0.4950147710487445,0.5698970840480274,0.6186689503303157,0.6625380024771985,0.6537058371735791,0.5993236609577833,0.537864077669903,0.49467005076142134,0.4699191102123357,0.457218576476527,0.4439417503181111,0.4393344550383249,0.5440244701769719,0.630613158287334,0.6917314894842985,0.6763157894736842,0.6063712925668253,0.5002388154752428,0.4014985950671246,0.35741583257506826,0.33996523082866525,0.3114211397493497
394856,7,"Miami, FL",msa,FL,0.07717041800643087,0.07775987107171636,0.07075208913649025,0.09215017064846416,0.08852372117678241,0.0862194235892468,0.08530318602261049,0.08557969118031929,0.08582834331337326,0.07350377687391052,0.07904599659284497,0.07491004252535165,0.06463565253190613,0.06752411575562701,0.06853750674581759,0.07142857142857142,0.08071107478545157,0.08061373599610326,0.0815822002472188,0.08207705192629816,0.07901303021901858,0.08286872782564622,0.08178211779066219,0.07385637618195758,0.0758760498117579,0.07337758112094395,0.08337372758119244,0.0898842169408897,0.0795311845960653,0.09179056237879767,0.10349683172964093,0.10660232507128756,,0.14297402331765188,0.14450441609421,0.14903015171884001,0.1353828527783082,0.13249055984239042,0.1642440196863912,0.18522663682148852,0.2277027027027027,0.26989112227805695,0.2944892944892945,0.2917131178000743,0.27521700089793477,0.2779187817258883,0.2673329169269207,0.28125426039536466,0.27369592875318066,0.2919091421062512,0.3630901287553648,0.401013143483023,0.42456550314006136,0.41317088217149905,0.3612516394978452,0.2900290416263311,0.22655918540517608,0.1872493139117585,0.16129032258064516
394974,8,"Philadelphia, PA",msa,PA,0.17100130039011704,0.18328584995251662,0.19746031746031745,0.19062664560294892,0.22197106690777577,0.23341883473799926,0.222729715206878,0.21198639099712116,0.2040268456375839,0.19226989846053064,0.16704374057315233,0.17812852311161217,0.1614853195164076,0.153,0.172686230248307,0.19369085173501577,0.24107142857142858,0.25016633399866933,0.2497331910352188,0.21142857142857144,0.21410788381742737,0.2081621473568885,0.20318196884322173,0.18776758409785932,0.17259786476868327,0.18944392082940623,0.23639896373056996,0.2713073005093379,0.260119940029985,0.2415710809871394,0.2833333333333333,0.32348596750369274,0.3669882100750268,0.3706395348837209,0.38250204415372036,0.3822375647261886,0.37142857142857144,0.35811163275952007,0.3895361152298242,0.4422518862449216,0.4948917748917749,0.5248570718369376,0.5538087934560327,0.5389214098891518,0.5076697345604909,0.46575550493545936,0.4491301059001513,0.4673748103186646,0.44614772048576545,0.42797687861271677,0.45444444444444443,0.540804373291683,0.5946949602122016,0.6061139564660691,0.5798994974874372,0.5185934339505213,0.45687430888315517,0.4264705882352941,0.39770015187676283
394347,9,"Atlanta, GA",msa,GA,0.16056701030927836,0.196790728772008,0.22518159806295399,0.2627080521817364,0.27559256886611144,0.262326656394453,0.24694847745085444,0.22023168103448276,0.20751551753061567,0.19139538688041877,0.17357938973140874,0.17216411906677392,0.15765524625267666,0.18066528066528068,0.18965779467680607,0.21473773027703558,0.22566156834183054,0.22318205260443527,0.21399696816574026,0.20137856467090148,0.1907051282051282,0.18575462817696894,0.17535806096217407,0.16639100231558054,0.1615070794336453,0.1783586392465885,0.21311211340206185,0.2412806295832588,0.2441044104410441,0.22499370118417739,0.26155068679759336,0.278104335047759,0.30322662601626016,0.320061649113794,0.3215536938309215,0.3506692693809258,0.3277054515866558,0.37639612807148176,0.44994603345925527,0.53085600530856,0.5675281643472498,0.5901022687198777,0.5840367428003972,0.5627062706270627,0.5233568712656165,0.5055084745762712,0.50659253375695,0.5095238095238095,0.48792583009918067,0.5376178986619873,0.5962929475587704,0.6499184339314845,0.6620064526040866,0.6282621589561092,0.5458605290278254,0.4121699196326062,0.3222670579603815,0.28560431100846806,0.2354374847672435
